"","dlttarget","drtarget","targetdose","n","DRscenario","generator","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec"
"321",30,50,5,30,"higherDR","weibinc_uninf",2.22222222222222,22.2222222222222,40.7777777777778,26.4444444444444,8.33333333333333
"322",20,40,1,30,"higherDR","weibinc_uninf",92.7777777777778,6.66666666666667,0.444444444444444,0.111111111111111,0
"323",20,40,3,30,"higherDR","weibinc_uninf",39.2222222222222,46.3333333333333,11.8888888888889,2.11111111111111,0.444444444444444
"324",20,40,5,30,"higherDR","weibinc_uninf",3.22222222222222,22.6666666666667,36.4444444444444,24.1111111111111,13.5555555555556
"325",30,50,1,100,"null","weibbd_inf",NA,NA,NA,NA,NA
"326",30,50,3,100,"null","weibbd_inf",NA,NA,NA,NA,NA
"327",30,50,5,100,"null","weibbd_inf",NA,NA,NA,NA,NA
"328",20,40,1,100,"null","weibbd_inf",NA,NA,NA,NA,NA
"329",20,40,3,100,"null","weibbd_inf",NA,NA,NA,NA,NA
"330",20,40,5,100,"null","weibbd_inf",NA,NA,NA,NA,NA
"331",30,50,1,100,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"332",30,50,3,100,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"333",30,50,5,100,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"334",20,40,1,100,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"335",20,40,3,100,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"336",20,40,5,100,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"337",30,50,1,100,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"338",30,50,3,100,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"339",30,50,5,100,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"340",20,40,1,100,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"341",20,40,3,100,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"342",20,40,5,100,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"343",30,50,1,60,"null","weibbd_inf",NA,NA,NA,NA,NA
"344",30,50,3,60,"null","weibbd_inf",NA,NA,NA,NA,NA
"345",30,50,5,60,"null","weibbd_inf",NA,NA,NA,NA,NA
"346",20,40,1,60,"null","weibbd_inf",NA,NA,NA,NA,NA
"347",20,40,3,60,"null","weibbd_inf",NA,NA,NA,NA,NA
"348",20,40,5,60,"null","weibbd_inf",NA,NA,NA,NA,NA
"349",30,50,1,60,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"350",30,50,3,60,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"351",30,50,5,60,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"352",20,40,1,60,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"353",20,40,3,60,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"354",20,40,5,60,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"355",30,50,1,60,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"356",30,50,3,60,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"357",30,50,5,60,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"358",20,40,1,60,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"359",20,40,3,60,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"360",20,40,5,60,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"361",30,50,1,30,"null","weibbd_inf",NA,NA,NA,NA,NA
"362",30,50,3,30,"null","weibbd_inf",NA,NA,NA,NA,NA
"363",30,50,5,30,"null","weibbd_inf",NA,NA,NA,NA,NA
"364",20,40,1,30,"null","weibbd_inf",NA,NA,NA,NA,NA
"365",20,40,3,30,"null","weibbd_inf",NA,NA,NA,NA,NA
"366",20,40,5,30,"null","weibbd_inf",NA,NA,NA,NA,NA
"367",30,50,1,30,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"368",30,50,3,30,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"369",30,50,5,30,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"370",20,40,1,30,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"371",20,40,3,30,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"372",20,40,5,30,"lowerDR","weibbd_inf",NA,NA,NA,NA,NA
"373",30,50,1,30,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"374",30,50,3,30,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"375",30,50,5,30,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"376",20,40,1,30,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"377",20,40,3,30,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"378",20,40,5,30,"higherDR","weibbd_inf",NA,NA,NA,NA,NA
"379",30,50,1,100,"null","weibbd_uninf",93.8,6.2,0,0,0
"380",30,50,3,100,"null","weibbd_uninf",3.9,74.5,21.6,0,0
"381",30,50,5,100,"null","weibbd_uninf",0,0.6,25.5,62.1,11.8
"382",20,40,1,100,"null","weibbd_uninf",95.8,4.2,0,0,0
"383",20,40,3,100,"null","weibbd_uninf",6.1,76.3,17.6,0,0
"384",20,40,5,100,"null","weibbd_uninf",0,1.1,28.8,58.8,11.3
"385",30,50,1,100,"lowerDR","weibbd_uninf",52.4,47.3,0.3,0,0
"386",30,50,3,100,"lowerDR","weibbd_uninf",0.3,27.5,66.8,5.4,0
"387",30,50,5,100,"lowerDR","weibbd_uninf",0,0,2.8,42.1,55.1
"388",20,40,1,100,"lowerDR","weibbd_uninf",56.5,43,0.5,0,0
"389",20,40,3,100,"lowerDR","weibbd_uninf",0.3,29.8,60.5,9.3,0.1
"390",20,40,5,100,"lowerDR","weibbd_uninf",0,0,2.7,41,56.3
"391",30,50,1,100,"higherDR","weibbd_uninf",100,0,0,0,0
"392",30,50,3,100,"higherDR","weibbd_uninf",73.9,26.1,0,0,0
"393",30,50,5,100,"higherDR","weibbd_uninf",0.9,46.6,50.6,1.9,0
"394",20,40,1,100,"higherDR","weibbd_uninf",100,0,0,0,0
"395",20,40,3,100,"higherDR","weibbd_uninf",77.1,22.9,0,0,0
"396",20,40,5,100,"higherDR","weibbd_uninf",1,43.7,52.3,3,0
"397",30,50,1,60,"null","weibbd_uninf",89.3,10.7,0,0,0
"398",30,50,3,60,"null","weibbd_uninf",10.2,65.4,23.9,0.5,0
"399",30,50,5,60,"null","weibbd_uninf",0,2.6,30.5,56.1,10.8
"400",20,40,1,60,"null","weibbd_uninf",94.1,5.9,0,0,0
"401",20,40,3,60,"null","weibbd_uninf",14.3,67.4,18,0.3,0
"402",20,40,5,60,"null","weibbd_uninf",0.2,4.4,34.7,48.7,12
"403",30,50,1,60,"lowerDR","weibbd_uninf",48.6,51,0.4,0,0
"404",30,50,3,60,"lowerDR","weibbd_uninf",1.1,30.2,56.9,11.2,0.6
"405",30,50,5,60,"lowerDR","weibbd_uninf",0,0,5.2,38.7,56.1
"406",20,40,1,60,"lowerDR","weibbd_uninf",55.2,43.6,1.2,0,0
"407",20,40,3,60,"lowerDR","weibbd_uninf",1.4,33.6,49.8,14.5,0.7
"408",20,40,5,60,"lowerDR","weibbd_uninf",0,0.7,8.3,35.2,55.8
"409",30,50,1,60,"higherDR","weibbd_uninf",99.9,0.1,0,0,0
"410",30,50,3,60,"higherDR","weibbd_uninf",68.4,31.2,0.4,0,0
"411",30,50,5,60,"higherDR","weibbd_uninf",2.9,44.4,48.5,4.2,0
"412",20,40,1,60,"higherDR","weibbd_uninf",99.9,0.1,0,0,0
"413",20,40,3,60,"higherDR","weibbd_uninf",71.8,27.9,0.3,0,0
"414",20,40,5,60,"higherDR","weibbd_uninf",3.6,45.5,45.4,5.3,0.2
"415",30,50,1,30,"null","weibbd_uninf",80.3,19.3,0.4,0,0
"416",30,50,3,30,"null","weibbd_uninf",21.2,52.3,22.6,3.7,0.2
"417",30,50,5,30,"null","weibbd_uninf",1.2,13.1,37.4,35,13.3
"418",20,40,1,30,"null","weibbd_uninf",87.5,12.3,0.2,0,0
"419",20,40,3,30,"null","weibbd_uninf",26.5,50.9,19.1,3.4,0.1
"420",20,40,5,30,"null","weibbd_uninf",2.1,16,32.7,33,16.2
"421",30,50,1,30,"lowerDR","weibbd_uninf",45.2,45.8,8.6,0.4,0
"422",30,50,3,30,"lowerDR","weibbd_uninf",5.6,30.8,42.5,18,3.1
"423",30,50,5,30,"lowerDR","weibbd_uninf",0.4,2.5,13.5,35.5,48.1
"424",20,40,1,30,"lowerDR","weibbd_uninf",52.2,40.9,6.3,0.6,0
"425",20,40,3,30,"lowerDR","weibbd_uninf",6.8,33.4,37,17.7,5.1
"426",20,40,5,30,"lowerDR","weibbd_uninf",0.5,3.9,16.1,33.2,46.3
"427",30,50,1,30,"higherDR","weibbd_uninf",97.1,2.8,0.1,0,0
"428",30,50,3,30,"higherDR","weibbd_uninf",66.7,31.4,1.9,0,0
"429",30,50,5,30,"higherDR","weibbd_uninf",10.9,46.5,32.6,9,1
"430",20,40,1,30,"higherDR","weibbd_uninf",98.1,1.9,0,0,0
"431",20,40,3,30,"higherDR","weibbd_uninf",69.5,28.2,2.2,0.1,0
"432",20,40,5,30,"higherDR","weibbd_uninf",12.3,44.7,32.5,9.3,1.2
