"","dlttarget","drtarget","targetdose","n","DRscenario","generator","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec"
"353",20,40,3,60,"lowerDR","weibbd_inf",41.3,50.6,7.7,0.4,0
"354",20,40,5,60,"lowerDR","weibbd_inf",0.6,20.7,45.3,26.5,6.9
"355",30,50,1,60,"higherDR","weibbd_inf",100,0,0,0,0
"356",30,50,3,60,"higherDR","weibbd_inf",99.5,0.5,0,0,0
"357",30,50,5,60,"higherDR","weibbd_inf",40.3,57.3,2.4,0,0
"358",20,40,1,60,"higherDR","weibbd_inf",100,0,0,0,0
"359",20,40,3,60,"higherDR","weibbd_inf",99.7,0.3,0,0,0
"360",20,40,5,60,"higherDR","weibbd_inf",65.8,32.7,1.4,0.1,0
"361",30,50,1,30,"null","weibbd_inf",100,0,0,0,0
"362",30,50,3,30,"null","weibbd_inf",85.6,14.3,0.1,0,0
"363",30,50,5,30,"null","weibbd_inf",27.5,60.3,11.5,0.5,0.2
"364",20,40,1,30,"null","weibbd_inf",100,0,0,0,0
"365",20,40,3,30,"null","weibbd_inf",97.9,2.1,0,0,0
"366",20,40,5,30,"null","weibbd_inf",73.6,24,2.4,0,0
"367",30,50,1,30,"lowerDR","weibbd_inf",93.7,6.3,0,0,0
"368",30,50,3,30,"lowerDR","weibbd_inf",44.9,51.5,3.6,0,0
"369",30,50,5,30,"lowerDR","weibbd_inf",7.4,49.1,35.4,6.9,1.2
"370",20,40,1,30,"lowerDR","weibbd_inf",99.4,0.5,0.1,0,0
"371",20,40,3,30,"lowerDR","weibbd_inf",85.2,14.1,0.7,0,0
"372",20,40,5,30,"lowerDR","weibbd_inf",38.2,46.4,12.1,2.6,0.7
"373",30,50,1,30,"higherDR","weibbd_inf",100,0,0,0,0
"374",30,50,3,30,"higherDR","weibbd_inf",99.2,0.8,0,0,0
"375",30,50,5,30,"higherDR","weibbd_inf",67.9,31.3,0.7,0.1,0
"376",20,40,1,30,"higherDR","weibbd_inf",100,0,0,0,0
"377",20,40,3,30,"higherDR","weibbd_inf",100,0,0,0,0
"378",20,40,5,30,"higherDR","weibbd_inf",94.1,5.6,0.3,0,0
"379",30,50,1,100,"null","weibbd_uninf",100,0,0,0,0
"380",30,50,3,100,"null","weibbd_uninf",75.9,24.1,0,0,0
"381",30,50,5,100,"null","weibbd_uninf",0.7,33.2,58.5,7.5,0.1
"382",20,40,1,100,"null","weibbd_uninf",100,0,0,0,0
"383",20,40,3,100,"null","weibbd_uninf",74.7,25.1,0.2,0,0
"384",20,40,5,100,"null","weibbd_uninf",1.5,31,56.9,10.1,0.5
"385",30,50,1,100,"lowerDR","weibbd_uninf",99.3,0.7,0,0,0
"386",30,50,3,100,"lowerDR","weibbd_uninf",13,74.7,12.3,0,0
"387",30,50,5,100,"lowerDR","weibbd_uninf",0,1.2,34.5,53.7,10.6
"388",20,40,1,100,"lowerDR","weibbd_uninf",98.4,1.6,0,0,0
"389",20,40,3,100,"lowerDR","weibbd_uninf",16.9,67.1,15.7,0.3,0
"390",20,40,5,100,"lowerDR","weibbd_uninf",0,3.1,30.3,48.5,18.1
"391",30,50,1,100,"higherDR","weibbd_uninf",100,0,0,0,0
"392",30,50,3,100,"higherDR","weibbd_uninf",100,0,0,0,0
"393",30,50,5,100,"higherDR","weibbd_uninf",41.2,56.2,2.6,0,0
"394",20,40,1,100,"higherDR","weibbd_uninf",100,0,0,0,0
"395",20,40,3,100,"higherDR","weibbd_uninf",100,0,0,0,0
"396",20,40,5,100,"higherDR","weibbd_uninf",34.2,61.5,4.3,0,0
"397",30,50,1,60,"null","weibbd_uninf",100,0,0,0,0
"398",30,50,3,60,"null","weibbd_uninf",85.5,14.5,0,0,0
"399",30,50,5,60,"null","weibbd_uninf",8.5,53.7,33.5,4.2,0.1
"400",20,40,1,60,"null","weibbd_uninf",100,0,0,0,0
"401",20,40,3,60,"null","weibbd_uninf",89.3,10.7,0,0,0
"402",20,40,5,60,"null","weibbd_uninf",14.6,52.9,28.7,3.2,0.6
"403",30,50,1,60,"lowerDR","weibbd_uninf",98.7,1.3,0,0,0
"404",30,50,3,60,"lowerDR","weibbd_uninf",35.8,56.6,7.4,0.2,0
"405",30,50,5,60,"lowerDR","weibbd_uninf",0.8,15.4,41.6,34.9,7.3
"406",20,40,1,60,"lowerDR","weibbd_uninf",98.4,1.6,0,0,0
"407",20,40,3,60,"lowerDR","weibbd_uninf",38,53.2,8.1,0.7,0
"408",20,40,5,60,"lowerDR","weibbd_uninf",1.5,16,40.1,33,9.4
"409",30,50,1,60,"higherDR","weibbd_uninf",100,0,0,0,0
"410",30,50,3,60,"higherDR","weibbd_uninf",99.9,0.1,0,0,0
"411",30,50,5,60,"higherDR","weibbd_uninf",67,31.9,1.1,0,0
"412",20,40,1,60,"higherDR","weibbd_uninf",100,0,0,0,0
"413",20,40,3,60,"higherDR","weibbd_uninf",99.8,0.2,0,0,0
"414",20,40,5,60,"higherDR","weibbd_uninf",62,35.3,2.6,0.1,0
"415",30,50,1,30,"null","weibbd_uninf",100,0,0,0,0
"416",30,50,3,30,"null","weibbd_uninf",96.8,3,0.2,0,0
"417",30,50,5,30,"null","weibbd_uninf",53.8,37,7.8,1.3,0.1
"418",20,40,1,30,"null","weibbd_uninf",99.9,0.1,0,0,0
"419",20,40,3,30,"null","weibbd_uninf",95.4,4.5,0.1,0,0
"420",20,40,5,30,"null","weibbd_uninf",62.3,31.4,5.4,0.8,0.1
"421",30,50,1,30,"lowerDR","weibbd_uninf",98.8,1.2,0,0,0
"422",30,50,3,30,"lowerDR","weibbd_uninf",73.7,24.3,2,0,0
"423",30,50,5,30,"lowerDR","weibbd_uninf",14.7,45.3,30.2,8.9,0.9
"424",20,40,1,30,"lowerDR","weibbd_uninf",99.3,0.7,0,0,0
"425",20,40,3,30,"lowerDR","weibbd_uninf",79.6,18.7,1.5,0,0.2
"426",20,40,5,30,"lowerDR","weibbd_uninf",26.9,42.5,20.9,8,1.7
"427",30,50,1,30,"higherDR","weibbd_uninf",100,0,0,0,0
"428",30,50,3,30,"higherDR","weibbd_uninf",99.9,0.1,0,0,0
"429",30,50,5,30,"higherDR","weibbd_uninf",87.2,12.5,0.3,0,0
"430",20,40,1,30,"higherDR","weibbd_uninf",100,0,0,0,0
"431",20,40,3,30,"higherDR","weibbd_uninf",99.9,0.1,0,0,0
"432",20,40,5,30,"higherDR","weibbd_uninf",86.8,12.7,0.5,0,0
